Pixel_Lat,Pixel_Long,id
60.5625,-161.70416259765625,"74205
"
61.60416793823242,-163.80416870117188,"50836
"
60.670833587646484,-161.54583740234375,"47161
"
,,"63095
"
63.85416793823242,-158.92916870117188,"18677
"
63.19583511352539,-163.8874969482422,"75233
"
59.837501525878906,-160.0124969482422,"91468
"
53.49583435058594,-166.96249389648438,"22210
"
61.44583511352539,-160.28750610351562,"19970
"
62.90416717529297,-160.04583740234375,"48570
"
59.670833587646484,-158.52915954589844,"52030
"
59.25416564941406,-161.53750610351562,"56242
"
62.65416717529297,-157.28750610351562,"55417
"
63.42916488647461,-156.92916870117188,"79828
"
56.704166412353516,-158.78750610351562,"9863
"
64.38749694824219,-172.99583435058594,"67955
"
61.63750076293945,-158.84584045410156,"49272
"
,,"5006
"
60.420833587646484,-172.75416564941406,"14971
"
54.5625,-164.4875030517578,"64158
"
62.94583511352539,-158.6374969482422,"97078
"
54.954166412353516,-163.59584045410156,"94437
"
57.329166412353516,-156.92083740234375,"5862
"
62.57083511352539,-163.1041717529297,"26730
"
54.84583282470703,-164.3874969482422,"78069
"
61.05416488647461,-157.72084045410156,"26827
"
64.22083282470703,-156.44583129882812,"33364
"
62.912498474121094,-157.1458282470703,"71715
"
62.295833587646484,-157.3625030517578,"27758
"
60.84583282470703,-158.92083740234375,"61622
"
61.6875,-158.6041717529297,"30859
"
62.537498474121094,-161.84584045410156,"39126
"
61.90416717529297,-156.9375,"18406
"
58.920833587646484,-157.72084045410156,"88796
"
61.72916793823242,-161.6458282470703,"95795
"
61.212501525878906,-160.6125030517578,"2474
"
59.61249923706055,-159.3958282470703,"99904
"
,,"73106
"
62.045833587646484,-164.53750610351562,"66116
"
59.5625,-159.8874969482422,"4006
"
62.079166412353516,-160.8874969482422,"4555
"
62.23749923706055,-163.22084045410156,"52356
"
62.787498474121094,-156.9375,"6106
"
59.89583206176758,-164.0625,"63754
"
55.3125,-160.6374969482422,"87265
"
62.05416488647461,-158.83749389648438,"67055
"
64.36250305175781,-156.49583435058594,"1308
"
60.52916717529297,-160.53750610351562,"76660
"
,,"59653
"
,,"46056
"
59.37916564941406,-161.79583740234375,"77337
"
62.87083435058594,-162.02915954589844,"53542
"
63.98749923706055,-160.53750610351562,"25546
"
59.170833587646484,-158.54583740234375,"42670
"
61.37916564941406,-157.66250610351562,"43508
"
61.12083435058594,-156.69583129882812,"66368
"
63.22083282470703,-159.62916564941406,"75718
"
57.39583206176758,-157.8625030517578,"78449
"
56.89583206176758,-158.4875030517578,"96448
"
59.537498474121094,-160.2375030517578,"98493
"
62.77916717529297,-158.8874969482422,"98951
"
60.3125,-162.42083740234375,"19864
"
59.80416488647461,-159.46249389648438,"21151
"
60.98749923706055,-162.12083435058594,"36206
"
62.32083511352539,-163.28750610351562,"54830
"
64.34583282470703,-160.70416259765625,"73644
"
58.579166412353516,-161.0208282470703,"42600
"
,,"8824
"
61.05416488647461,-157.42916870117188,"90258
"
61.1875,-157.17916870117188,"9905
"
64.04582977294922,-159.7291717529297,"24021
"
58.57083511352539,-157.0124969482422,"325
"
60.1875,-156.74583435058594,"67854
"
61.63750076293945,-163.66250610351562,"52965
"
60.98749923706055,-156.57916259765625,"79795
"
64.47916412353516,-160.80416870117188,"61288
"
59.59583282470703,-161.69583129882812,"92532
"
,,"85962
"
62.62916564941406,-160.53750610351562,"53804
"
63.19583511352539,-162.33749389648438,"74076
"
64.47083282470703,-160.52915954589844,"54858
"
59.12083435058594,-161.0208282470703,"4536
"
61.27083206176758,-159.91250610351562,"14617
"
63.59583282470703,-171.28750610351562,"87835
"
62.045833587646484,-160.17083740234375,"57952
"
,,"37638
"
61.712501525878906,-161.75416564941406,"91373
"
61.4375,-158.8958282470703,"6913
"
,,"37257
"
61.837501525878906,-159.90415954589844,"95246
"
61.6875,-159.03750610351562,"57533
"
59.76250076293945,-157.17083740234375,"31358
"
61.00416564941406,-164.8125,"38427
"
59.19583511352539,-161.57916259765625,"86696
"
59.92916488647461,-160.55416870117188,"78839
"
,,"76103
"
62.545833587646484,-157.84584045410156,"15487
"
62.48749923706055,-162.71249389648438,"78761
"
62.00416564941406,-156.8625030517578,"95271
"
60.13750076293945,-157.62083435058594,"89975
"
61.170833587646484,-161.5625,"6686
"
61.4375,-162.1374969482422,"12444
"
60.8125,-159.7291717529297,"14076
"
62.69583511352539,-158.94583129882812,"35820
"
,,"93508
"
62.42916488647461,-162.1041717529297,"98833
"
63.962501525878906,-157.17916870117188,"38904
"
63.82083511352539,-160.58749389648438,"38487
"
64.12083435058594,-160.47084045410156,"74328
"
62.712501525878906,-162.0124969482422,"34670
"
58.42916488647461,-157.17083740234375,"77524
"
59.48749923706055,-157.92083740234375,"84007
"
61.40416717529297,-165.2624969482422,"52910
"
,,"92911
"
60.59583282470703,-156.90415954589844,"92999
"
60.72083282470703,-160.6125030517578,"49278
"
60.0625,-156.46249389648438,"90929
"
59.94583511352539,-157.62083435058594,"46527
"
63.09583282470703,-157.40415954589844,"69899
"
55.59583282470703,-162.16250610351562,"86955
"
,,"10053
"
61.55416488647461,-157.28750610351562,"29456
"
62.92916488647461,-159.1125030517578,"38452
"
61.77083206176758,-158.7708282470703,"66039
"
60.10416793823242,-157.0208282470703,"37170
"
61.5625,-157.1041717529297,"78656
"
58.212501525878906,-156.2624969482422,"822
"
62.24583435058594,-156.2291717529297,"4986
"
62.07083511352539,-165.1125030517578,"34809
"
62.704166412353516,-160.74583435058594,"52373
"
63.49583435058594,-156.12916564941406,"49176
"
53.89583206176758,-166.4375,"12851
"
57.27916717529297,-157.05416870117188,"32431
"
59.99583435058594,-159.30416870117188,"29331
"
61.19583511352539,-161.37083435058594,"31136
"
63.795833587646484,-159.8625030517578,"71039
"
62.74583435058594,-159.2624969482422,"1977
"
,,"7246
"
57.57083511352539,-156.94583129882812,"61108
"
58.15416717529297,-156.22084045410156,"32934
"
61.17916488647461,-161.50416564941406,"48346
"
59.962501525878906,-161.67916870117188,"55278
"
,,"6941
"
57.23749923706055,-157.7624969482422,"45032
"
64.12916564941406,-160.47084045410156,"66349
"
61.24583435058594,-164.75416564941406,"90069
"
61.462501525878906,-158.67083740234375,"20509
"
58.99583435058594,-159.4791717529297,"83904
"
54.98749923706055,-163.8874969482422,"3493
"
61.73749923706055,-163.62083435058594,"58098
"
60.99583435058594,-160.67916870117188,"36188
"
59.07083511352539,-158.53750610351562,"47488
"
62.287498474121094,-156.8958282470703,"65129
"
58.62916564941406,-156.46249389648438,"36243
"
62.837501525878906,-161.12083435058594,"52550
"
61.170833587646484,-158.9875030517578,"66757
"
59.87083435058594,-160.62916564941406,"74651
"
64.42082977294922,-157.17083740234375,"70287
"
59.07083511352539,-158.2708282470703,"53635
"
,,"52933
"
62.75416564941406,-163.59584045410156,"67294
"
62.55416488647461,-164.83749389648438,"39638
"
57.74583435058594,-157.40415954589844,"88287
"
59.99583435058594,-162.54583740234375,"20726
"
56.8125,-158.3541717529297,"22256
"
60.079166412353516,-157.37916564941406,"52589
"
61.12083435058594,-162.58749389648438,"80101
"
63.63750076293945,-160.77915954589844,"9669
"
61.17916488647461,-158.50416564941406,"89447
"
64.30416870117188,-157.58749389648438,"9517
"
63.99583435058594,-160.32083129882812,"11504
"
61.80416488647461,-157.19583129882812,"72895
"
,,"34826
"
63.24583435058594,-157.77915954589844,"4989
"
60.37083435058594,-159.24583435058594,"10236
"
61.55416488647461,-165.7375030517578,"88238
"
62.787498474121094,-159.53750610351562,"11285
"
61.295833587646484,-162.2708282470703,"67674
"
63.77083206176758,-160.32916259765625,"73589
"
63.087501525878906,-159.17083740234375,"60603
"
55.3125,-162.42083740234375,"15767
"
55.86249923706055,-161.7291717529297,"96764
"
61.24583435058594,-162.24583435058594,"79475
"
63.337501525878906,-157.6041717529297,"71790
"
61.07083511352539,-156.05416870117188,"23729
"
61.287498474121094,-157.41250610351562,"73426
"
62.087501525878906,-161.57083129882812,"48177
"
60.212501525878906,-167.03750610351562,"78458
"
60.59583282470703,-159.3874969482422,"73401
"
62.99583435058594,-162.2291717529297,"53729
"
60.6875,-157.12083435058594,"15883
"
60.537498474121094,-156.54583740234375,"19131
"
,,"35437
"
59.07083511352539,-157.46249389648438,"22831
"
55.69583511352539,-161.95416259765625,"40988
"
62.212501525878906,-165.4375,"67489
"
,,"35551
"
62.329166412353516,-161.77915954589844,"2591
"
59.25416564941406,-157.6125030517578,"8028
"
64.27916717529297,-160.50416564941406,"19427
"
,,"58943
"
55.01250076293945,-163.8541717529297,"24957
"
,,"37681
"
60.88750076293945,-164.1458282470703,"65961
"
57.19583511352539,-158.40415954589844,"44404
"
59.920833587646484,-158.08749389648438,"83750
"
63.545833587646484,-156.05416870117188,"45661
"
62.3125,-161.92916870117188,"579
"
64.38749694824219,-158.2375030517578,"30491
"
59.10416793823242,-156.46249389648438,"22119
"
57.37916564941406,-157.53750610351562,"72792
"
59.89583206176758,-159.3625030517578,"24046
"
63.537498474121094,-156.55416870117188,"92426
"
61.34583282470703,-158.62083435058594,"30023
"
,,"17846
"
,,"13895
"
59.98749923706055,-163.0208282470703,"98739
"
61.59583282470703,-160.6875,"26030
"
59.40416717529297,-160.92083740234375,"61256
"
61.99583435058594,-160.7708282470703,"86194
"
62.89583206176758,-161.82916259765625,"17621
"
61.63750076293945,-162.24583435058594,"33422
"
,,"65258
"
60.40416717529297,-160.8541717529297,"88111
"
61.670833587646484,-158.59584045410156,"49198
"
61.88750076293945,-159.54583740234375,"82657
"
54.76250076293945,-163.52915954589844,"37548
"
59.11249923706055,-157.90415954589844,"87481
"
61.87083435058594,-158.6041717529297,"32347
"
53.14583206176758,-168.4375,"98253
"
59.42916488647461,-161.7624969482422,"9499
"
59.3125,-157.03750610351562,"6177
"
,,"89540
"
,,"88429
"
,,"32478
"
61.74583435058594,-160.87083435058594,"2286
"
62.27083206176758,-164.42083740234375,"38017
"
60.42916488647461,-158.22084045410156,"89717
"
,,"27852
"
59.295833587646484,-159.65415954589844,"53408
"
60.39583206176758,-160.67916870117188,"86420
"
61.912498474121094,-158.16250610351562,"97467
"
60.670833587646484,-158.58749389648438,"7401
"
59.27083206176758,-161.12916564941406,"58584
"
58.76250076293945,-156.6041717529297,"34381
"
60.97916793823242,-157.0625,"41041
"
64.17082977294922,-156.83749389648438,"8797
"
55.73749923706055,-160.65415954589844,"82451
"
64.52083587646484,-162.7291717529297,"63615
"
,,"44824
"
,,"96737
"
59.22083282470703,-158.3874969482422,"23188
"
59.97083282470703,-161.95416259765625,"25578
"
60.712501525878906,-161.2375030517578,"82981
"
60.97916793823242,-157.72084045410156,"76395
"
55.63750076293945,-162.04583740234375,"79999
"
64.27083587646484,-159.00416564941406,"71904
"
60.88750076293945,-163.97084045410156,"58787
"
61.27083206176758,-157.8958282470703,"7195
"
61.662498474121094,-161.67083740234375,"78330
"
59.77916717529297,-156.24583435058594,"78145
"
59.47083282470703,-159.32083129882812,"64234
"
60.079166412353516,-157.77915954589844,"59031
"
60.94583511352539,-163.45416259765625,"54486
"
62.204166412353516,-162.67916870117188,"47695
"
,,"26935
"
59.27916717529297,-156.12916564941406,"29103
"
,,"47438
"
59.00416564941406,-158.03750610351562,"32140
"
,,"39805
"
64.22916412353516,-159.82083129882812,"39889
"
60.61249923706055,-158.90415954589844,"63620
"
59.50416564941406,-157.19583129882812,"3530
"
,,"48924
"
63.5625,-158.87916564941406,"53956
"
62.57083511352539,-157.37083435058594,"15464
"
61.75416564941406,-163.6875,"59226
"
61.037498474121094,-163.03750610351562,"74844
"
57.545833587646484,-157.70416259765625,"89211
"
68.17916870117188,-160.74583435058594,"87396
"
66.2125015258789,-161.30416870117188,"65330
"
66.85416412353516,-156.8125,"96422
"
66.88749694824219,-159.8125,"30010
"
68.34583282470703,-164.4875030517578,"76978
"
69.26249694824219,-157.99583435058594,"84646
"
65.84583282470703,-172.67083740234375,"42352
"
67.24583435058594,-160.5208282470703,"31983
"
64.67082977294922,-158.57916259765625,"14212
"
65.70417022705078,-171.70416259765625,"10154
"
65.64583587646484,-171.77915954589844,"42485
"
65.27083587646484,-166.00416564941406,"5909
"
66.4375,-179.3125,"6485
"
66.64583587646484,-178.74583435058594,"54576
"
65.80416870117188,-164.02915954589844,"61357
"
68.62083435058594,-179.46249389648438,"17349
"
66.64583587646484,-171.3625030517578,"99478
"
66.8375015258789,-156.57916259765625,"11572
"
66.27916717529297,-175.3125,"101
"
66.79582977294922,-174.9791717529297,"2748
"
66.01249694824219,-173.7291717529297,"7330
"
66.5625,-171.75416564941406,"89763
"
64.9625015258789,-163.15415954589844,"74886
"
,,"72925
"
65.29582977294922,-166.00416564941406,"5150
"
69.67916870117188,-156.29583740234375,"59121
"
67.32917022705078,-176.37083435058594,"99700
"
65.6875,-177.53750610351562,"5329
"
67.4625015258789,-158.7375030517578,"47471
"
67.50416564941406,-157.62916564941406,"82419
"
68.85416412353516,-157.07916259765625,"71302
"
67.23750305175781,-161.96249389648438,"81011
"
65.37916564941406,-163.5208282470703,"558
"
65.29582977294922,-156.50416564941406,"23882
"
68.52083587646484,-159.7624969482422,"30916
"
65.97916412353516,-179.91250610351562,"36578
"
67.01249694824219,-177.07083129882812,"3863
"
66.13749694824219,-170.07916259765625,"50774
"
65.02916717529297,-174.96249389648438,"67392
"
69.00416564941406,-157.25416564941406,"28535
"
65.61250305175781,-160.04583740234375,"90601
"
68.17916870117188,-164.58749389648438,"66153
"
65.92082977294922,-175.67916870117188,"71475
"
69.32083129882812,-161.42916870117188,"56665
"
68.02083587646484,-156.2708282470703,"50343
"
65.74583435058594,-172.05416870117188,"66854
"
,,"52026
"
66.17916870117188,-176.3874969482422,"32681
"
67.87916564941406,-161.37916564941406,"1256
"
,,"52042
"
69.37916564941406,-160.50416564941406,"82465
"
65.00416564941406,-166.15415954589844,"39316
"
64.90416717529297,-161.58749389648438,"20181
"
65.51249694824219,-172.8625030517578,"53651
"
68.4124984741211,-164.12916564941406,"9689
"
65.15416717529297,-159.6458282470703,"4100
"
65.32917022705078,-156.83749389648438,"44776
"
,,"55959
"
68.6624984741211,-164.95416259765625,"77330
"
65.9124984741211,-171.17916870117188,"20402
"
,,"80626
"
68.1875,-179.87916564941406,"35806
"
66.84583282470703,-159.47084045410156,"45652
"
66.30416870117188,-178.05416870117188,"54531
"
67.88749694824219,-156.6041717529297,"72729
"
69.11250305175781,-162.7375030517578,"20078
"
69.26249694824219,-160.27915954589844,"97033
"
65.74583435058594,-173.78750610351562,"92886
"
65.9375,-156.32083129882812,"99453
"
64.7874984741211,-156.3625030517578,"33665
"
64.80416870117188,-162.80416870117188,"22225
"
68.29582977294922,-158.6125030517578,"97195
"
67.80416870117188,-161.75416564941406,"619
"
,,"98655
"
67.82083129882812,-164.32083129882812,"58821
"
67.88749694824219,-163.87083435058594,"84110
"
68.47916412353516,-157.58749389648438,"66980
"
66.75416564941406,-161.82083129882812,"64287
"
68.13749694824219,-157.3958282470703,"34191
"
68.22083282470703,-179.0625,"80258
"
65.29582977294922,-160.05416870117188,"49890
"
65.29582977294922,-157.6125030517578,"48034
"
68.5374984741211,-156.15415954589844,"7921
"
67.87916564941406,-162.03750610351562,"56416
"
65.98750305175781,-165.62083435058594,"62560
"
65.1624984741211,-174.32083129882812,"692
"
65.73750305175781,-165.20416259765625,"51707
"
66.9124984741211,-178.1125030517578,"9805
"
65.90416717529297,-171.30416870117188,"14171
"
70.7874984741211,-157.82083129882812,"14803
"
68.38749694824219,-157.69583129882812,"90689
"
64.98750305175781,-158.34584045410156,"88431
"
66.52083587646484,-175.44583129882812,"42311
"
64.61250305175781,-160.00416564941406,"70013
"
65.72916412353516,-163.40415954589844,"21531
"
65.97083282470703,-163.7624969482422,"40926
"
67.86250305175781,-156.53750610351562,"85893
"
68.50416564941406,-163.12916564941406,"12278
"
65.49583435058594,-177.83749389648438,"9376
"
65.77083587646484,-172.83749389648438,"74215
"
65.3125,-175.5208282470703,"22983
"
68.42916870117188,-178.29583740234375,"98972
"
64.94583129882812,-175.25416564941406,"52637
"
66.26249694824219,-174.6041717529297,"18642
"
65.44583129882812,-162.0625,"7523
"
67.87916564941406,-177.41250610351562,"37869
"
66.8125,-172.1125030517578,"95570
"
66.40416717529297,-174.04583740234375,"85234
"
67.42082977294922,-176.67083740234375,"28095
"
65.44583129882812,-158.15415954589844,"62578
"
65.07917022705078,-163.37916564941406,"66214
"
67.3375015258789,-163.28750610351562,"26521
"
65.15416717529297,-163.82916259765625,"14795
"
67.02916717529297,-158.9375,"3299
"
68.48750305175781,-161.9791717529297,"71477
"
65.62916564941406,-174.7291717529297,"55924
"
69.79582977294922,-156.32083129882812,"14612
"
68.3125,-159.41250610351562,"36160
"
65.9625015258789,-175.32083129882812,"85527
"
67.00416564941406,-160.3541717529297,"86440
"
65.02083587646484,-172.69583129882812,"4930
"
67.92082977294922,-162.7291717529297,"15689
"
68.40416717529297,-162.28750610351562,"32709
"
68.73750305175781,-179.22084045410156,"52953
"
65.00416564941406,-156.16250610351562,"2076
"
65.67916870117188,-163.22084045410156,"9851
"
66.5625,-178.53750610351562,"33744
"
69.32917022705078,-162.28750610351562,"47147
"
67.39583587646484,-160.3125,"47261
"
66.9124984741211,-156.80416870117188,"13802
"
66.0374984741211,-164.27915954589844,"68596
"
68.27083587646484,-162.8125,"86342
"
65.86250305175781,-162.97084045410156,"96557
"
67.57917022705078,-158.30416870117188,"50238
"
67.5875015258789,-160.3958282470703,"7480
"
66.17082977294922,-176.1041717529297,"82070
"
66.00416564941406,-160.6041717529297,"58093
"
68.57083129882812,-165.07083129882812,"16714
"
67.34583282470703,-175.5625,"81351
"
66.13749694824219,-178.30416870117188,"56515
"
68.65416717529297,-165.5625,"72187
"
67.17916870117188,-175.33749389648438,"93297
"
67.97083282470703,-158.82083129882812,"37788
"
68.92916870117188,-156.16250610351562,"11252
"
68.80416870117188,-179.77915954589844,"80844
"
69.11250305175781,-160.30416870117188,"9369
"
64.84583282470703,-174.2375030517578,"1252
"
67.17082977294922,-179.17916870117188,"57560
"
65.8125,-170.54583740234375,"9305
"
65.20417022705078,-158.6125030517578,"92077
"
65.47083282470703,-164.5124969482422,"85152
"
68.1875,-178.8874969482422,"9724
"
67.57917022705078,-177.9375,"49080
"
,,"44350
"
66.4625015258789,-164.62916564941406,"19562
"
66.24583435058594,-165.7375030517578,"26727
"
68.94583129882812,-160.41250610351562,"80417
"
,,"15038
"
70.87916564941406,-156.0208282470703,"62381
"
66.04582977294922,-173.87916564941406,"49959
"
66.13749694824219,-173.5124969482422,"65435
"
68.12916564941406,-158.83749389648438,"52161
"
67.38749694824219,-178.62916564941406,"82071
"
65.12916564941406,-157.3874969482422,"38955
"
68.45417022705078,-162.52915954589844,"86245
"
68.73750305175781,-158.30416870117188,"16151
"
65.62083435058594,-177.66250610351562,"34066
"
64.9625015258789,-165.77915954589844,"90527
"
67.17916870117188,-156.17083740234375,"9024
"
67.72083282470703,-162.8541717529297,"76777
"
65.35416412353516,-166.3874969482422,"95234
"
64.97916412353516,-156.5208282470703,"23992
"
65.34583282470703,-161.15415954589844,"59620
"
67.2874984741211,-178.16250610351562,"30081
"
,,"70021
"
,,"17340
"
67.77083587646484,-179.6041717529297,"84791
"
67.67082977294922,-156.44583129882812,"3150
"
68.02916717529297,-162.82083129882812,"24377
"
64.74583435058594,-160.42083740234375,"73929
"
68.1624984741211,-165.4375,"57289
"
67.52916717529297,-161.5625,"26590
"
65.02916717529297,-173.33749389648438,"23502
"
66.25416564941406,-174.96249389648438,"13592
"
66.5625,-171.6125030517578,"95312
"
69.82083129882812,-158.49583435058594,"36509
"
66.50416564941406,-173.4791717529297,"18573
"
65.36250305175781,-161.40415954589844,"76749
"
66.97083282470703,-156.74583435058594,"96992
"
68.17916870117188,-158.99583435058594,"47666
"
68.13749694824219,-159.0124969482422,"69337
"
68.09583282470703,-164.50416564941406,"85377
"
64.7125015258789,-157.30416870117188,"99840
"
68.74583435058594,-157.42083740234375,"37741
"
67.25416564941406,-163.37083435058594,"76055
"
68.5374984741211,-165.37083435058594,"28396
"
66.6875,-156.7624969482422,"21421
"
65.76249694824219,-163.8958282470703,"11600
"
68.30416870117188,-164.29583740234375,"31305
"
,,"8357
"
65.85416412353516,-177.55416870117188,"60607
"
66.88749694824219,-172.32916259765625,"67025
"
66.73750305175781,-176.37916564941406,"18369
"
69.12916564941406,-162.84584045410156,"29958
"
68.92916870117188,-159.53750610351562,"72942
"
65.92082977294922,-171.71249389648438,"39556
"
67.44583129882812,-160.83749389648438,"82325
"
69.8375015258789,-162.40415954589844,"18999
"
67.74583435058594,-178.3874969482422,"29774
"
,,"61935
"
64.92916870117188,-164.4375,"26227
"
,,"51236
"
68.79582977294922,-163.1875,"54109
"
68.54582977294922,-165.4875030517578,"30621
"
64.5374984741211,-172.77915954589844,"66719
"
66.48750305175781,-157.07916259765625,"43691
"
66.42082977294922,-172.5625,"37498
"
64.87083435058594,-173.17083740234375,"3958
"
,,"57051
"
67.9375,-161.82083129882812,"18020
"
66.67082977294922,-158.3125,"70936
"
65.5374984741211,-166.16250610351562,"63461
"
64.6624984741211,-174.25416564941406,"22583
"
67.80416870117188,-179.94583129882812,"40311
"
69.27083587646484,-161.87083435058594,"71216
"
66.49583435058594,-177.00416564941406,"60589
"
66.62916564941406,-179.3625030517578,"50578
"
67.1624984741211,-160.4375,"11601
"
67.0374984741211,-173.29583740234375,"39660
"
65.6624984741211,-174.20416259765625,"74993
"
65.7125015258789,-156.0124969482422,"49421
"
67.92916870117188,-161.78750610351562,"43519
"
66.55416870117188,-174.05416870117188,"6859
"
69.24583435058594,-156.1458282470703,"35067
"
65.62083435058594,-173.09584045410156,"56283
"
66.92082977294922,-156.79583740234375,"29573
"
66.73750305175781,-161.2291717529297,"83254
"
65.59583282470703,-171.7624969482422,"26069
"
65.38749694824219,-162.29583740234375,"20682
"
,,"58880
"
68.85416412353516,-162.8125,"57363
"
65.3375015258789,-174.9375,"37428
"
64.63749694824219,-162.6374969482422,"377
"
66.39583587646484,-179.17916870117188,"74486
"
65.72083282470703,-162.17083740234375,"22150
"
65.07083129882812,-166.22084045410156,"53379
"
65.97083282470703,-158.2708282470703,"68441
"
66.9124984741211,-159.2291717529297,"66839
"
67.45417022705078,-157.6374969482422,"38158
"
68.1624984741211,-160.8958282470703,"24488
"
64.87916564941406,-156.04583740234375,"72755
"
64.54582977294922,-156.05416870117188,"51449
"
68.59583282470703,-163.58749389648438,"37640
"
68.87083435058594,-158.72084045410156,"38348
"
65.72916412353516,-171.9875030517578,"54118
"
68.65416717529297,-159.94583129882812,"34579
"
65.09583282470703,-161.99583435058594,"51712
"
66.4375,-175.0625,"47347
"
68.7874984741211,-165.7624969482422,"51564
"
65.9625015258789,-174.42916870117188,"9050
"
66.34583282470703,-177.1458282470703,"39632
"
67.19583129882812,-162.00416564941406,"38430
"
66.01249694824219,-176.49583435058594,"4342
"
,,"7863
"
68.59583282470703,-161.34584045410156,"89212
"
69.67916870117188,-160.9791717529297,"11745
"
67.09583282470703,-163.62916564941406,"63314
"
66.02916717529297,-161.07916259765625,"361
"
68.89583587646484,-161.50416564941406,"20844
"
65.0625,-160.82916259765625,"69681
"
66.05416870117188,-157.0625,"87779
"
65.65416717529297,-165.49583435058594,"31735
"
65.63749694824219,-166.33749389648438,"163
"
64.9625015258789,-174.2624969482422,"91111
"
65.69583129882812,-159.71249389648438,"9033
"
67.22083282470703,-162.15415954589844,"34742
"
67.3125,-179.42916870117188,"27662
"
,,"50153
"
66.36250305175781,-178.6374969482422,"33152
"
